X,Y,Z,Timestamp
0.204659,-0.111824,0.144390,1489664903717
-0.024434,0.104962,0.009733,1489664903913
-0.119858,0.305754,-0.073405,1489664904111
-0.325028,0.210363,-0.035725,1489664904309
-0.528118,0.543412,-0.197670,1489664904506
-0.838483,1.067165,0.091242,1489664904704
0.124076,0.097938,1.714019,1489664904902
1.027181,-0.581169,-0.854140,1489664905099
0.548879,0.075480,-1.302513,1489664905297
1.125248,-0.898167,1.587417,1489664905495
0.787441,-1.725864,-0.613821,1489664905692
0.613496,-0.508671,-1.475823,1489664905890
1.148119,-0.981311,1.034992,1489664906088
1.887106,-2.233128,0.053466,1489664906285
1.509797,-0.115148,-1.350282,1489664906483
1.355891,-1.261304,1.191793,1489664906681
1.407227,-2.050091,-0.241087,1489664906878
0.370905,-0.570518,-1.346147,1489664907076
1.125540,-1.751061,1.351871,1489664907274
1.604533,-2.032381,-0.692490,1489664907471
1.199117,-1.496284,-1.048122,1489664907669
0.989083,-2.599808,0.681950,1489664907871
0.203992,-3.865742,-0.556344,1489664908068
0.157561,-2.652435,-1.018928,1489664908268
1.572372,-2.710778,1.359772,1489664908464
1.940025,-1.901260,-0.691523,1489664908662
1.145347,-0.782107,-0.863647,1489664908858
2.193226,-1.602869,0.887748,1489664909055
2.132600,-1.848785,-0.768803,1489664909254
1.193908,-1.207620,-0.647494,1489664909452
2.581987,-0.945509,1.227217,1489664909650
2.216731,-0.849811,-0.858505,1489664909847
1.313225,-0.935331,-0.279311,1489664910044
2.623448,-1.220153,0.845594,1489664910243
1.637606,-0.651953,-1.381402,1489664910441
0.815256,-0.718893,0.192267,1489664910641
1.611012,-0.377782,1.285050,1489664910837
0.973735,-1.250564,-0.812719,1489664911028
0.649434,-1.688486,-0.082756,1489664911229
1.934600,-1.751715,1.038386,1489664911429
0.626655,-0.630463,-1.296004,1489664911624
1.301835,-1.852105,0.319429,1489664911823
2.350730,-0.752513,1.182745,1489664912017
1.934163,-0.991124,-1.126747,1489664912220
1.230854,-0.240209,0.225949,1489664912418
2.406234,-0.146403,0.988658,1489664912617
0.925664,-0.799653,-1.129681,1489664912812
0.793712,-0.953578,0.309412,1489664913004
0.700509,0.351407,0.918730,1489664913207
-0.004264,-0.858171,-0.679850,1489664913409
0.037218,-0.845276,0.454155,1489664913599
1.418270,0.538146,1.170290,1489664913795
0.412765,0.349878,-1.305684,1489664913993
-0.088890,0.962225,0.651568,1489664914195
0.427713,2.922053,0.908238,1489664914393
1.014419,1.414671,-1.516176,1489664914587
0.857675,2.121708,0.173274,1489664914783
2.521614,3.293348,0.522576,1489664914987
0.911527,1.283962,-1.579812,1489664915180
1.081745,2.381066,0.054108,1489664915380
1.950121,3.703070,0.282926,1489664915578
0.950491,2.265797,-0.678164,1489664915777
